SurveyYear,Province,HouseholdID,ProvinceCode,TaxiUseCode,BusUseCode,TrainUseCode,TaxiTrips,TaxiCostRaw,TaxiDistanceRaw,BusTrips,BusCostRaw,BusDistanceRaw,TrainTrips,TrainCostRaw,TrainDistanceRaw,NearestHealthFacilityCode,TransportToHealthFacilityCode,TimeToHealthFacilityRaw,GeoTypeCode,HouseholdWeight
2024,Northern Cape,371100120000012101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,3,1,694.547839416
2024,Northern Cape,371100120000014401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,443.966721995
2024,Northern Cape,371100120000016701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,699.841293762
2024,Northern Cape,371100770000001601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,317.226200716
2024,Northern Cape,371100770000003801,3,1,2,2,1,25,0,888,8888,888,888,8888,888,2,1,1,1,266.431383701
2024,Northern Cape,371100770000006001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,462.902832085
2024,Northern Cape,371100770000008201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,462.902832085
2024,Northern Cape,371100770000010401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,317.226200716
2024,Northern Cape,371100770000012601,3,1,2,2,6,150,0,888,8888,888,888,8888,888,2,1,1,1,335.712259604
2024,Northern Cape,371100770000014801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,266.431383701
2024,Northern Cape,371100770000017001,3,1,2,2,14,250,0,888,8888,888,888,8888,888,6,2,1,1,558.456092212
2024,Northern Cape,371100780000001801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,461.991397876
2024,Northern Cape,371100780000003701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,5,5,1,1,391.61425474
2024,Northern Cape,371100780000005601,3,1,2,2,10,112,0,888,8888,888,888,8888,888,2,1,1,1,391.61425474
2024,Northern Cape,371100780000007501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,316.601597038
2024,Northern Cape,371100780000009401,3,1,2,2,8,125,0,888,8888,888,888,8888,888,6,5,1,1,265.906792662
2024,Northern Cape,371100780000011301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,461.991397876
2024,Northern Cape,371100780000013201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,5,1,2,1,397.942494756
2024,Northern Cape,371100780000015101,3,1,2,2,10,125,0,888,8888,888,888,8888,888,2,1,2,1,557.356518064
2024,Northern Cape,372100170000001301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,392.386846244
2024,Northern Cape,372100170000003901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,398.727570853
2024,Northern Cape,372100170000006501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,300.005141214
2024,Northern Cape,372100170000009101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,266.431383701
2024,Northern Cape,372100170000011701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,398.727570853
2024,Northern Cape,372100170000014301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,558.456092212
2024,Northern Cape,372100410000000701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,7,1,3,307.486412955
2024,Northern Cape,372100410000010601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,7,3,3,307.486412955
2024,Northern Cape,373100110000000201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,494.370966876
2024,Northern Cape,373100110000003801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,280.823194077
2024,Northern Cape,373100110000007401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,219.803226334
2024,Northern Cape,373100110000009201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,347.358847494
2024,Northern Cape,373100110000011001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,409.782834961
2024,Northern Cape,373100110000014601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,347.358847494
2024,Northern Cape,373100210000002601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,7,2,3,1106.77780966
2024,Northern Cape,374100040000000901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,737.877573523
2024,Northern Cape,374100040000002701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,5,5,3,1,518.453389669
2024,Northern Cape,374100040000004501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,5,5,2,1,467.643099951
2024,Northern Cape,374100040000006301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,420.063342293
2024,Northern Cape,374100040000008101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,443.966721995
2024,Northern Cape,374100040000009901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,3,1,467.643099951
2024,Northern Cape,374100040000017101,3,2,1,2,888,8888,888,2,1300,5,888,8888,888,1,7,3,1,611.624840842
2024,Northern Cape,376100520000000601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,398.727570853
2024,Northern Cape,376100520000003201,3,1,2,2,1,240,0,888,8888,888,888,8888,888,2,1,2,1,462.902832085
2024,Northern Cape,376100520000005801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,392.386846244
2024,Northern Cape,376100520000011001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,336.012272949
2024,Northern Cape,376100520000013601,3,1,2,2,20,1000,1,888,8888,888,888,8888,888,6,1,1,1,471.174036269
2024,Northern Cape,376100520000016201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,317.226200716
2024,Northern Cape,376100610000001901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,408.943729508
2024,Northern Cape,376100610000005001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,719.918835833
2024,Northern Cape,376100610000008101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,505.835079039
2024,Northern Cape,376100610000011201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,433.161295472
2024,Northern Cape,376100610000014301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,409.839685079
2024,Northern Cape,376100610000017401,3,1,2,2,1,20,0,888,8888,888,888,8888,888,2,1,3,1,596.738888923
2024,Northern Cape,376100610000020501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,343.462940522
2024,Northern Cape,376100610000023601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,596.738888923
2024,Northern Cape,376100610000026701,3,1,2,2,5,110,0,888,8888,888,888,8888,888,1,7,2,1,596.738888923
2024,Northern Cape,376100610000029801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,343.462940522
2024,Northern Cape,376101380000000701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,4,3,757.904798822
2024,Northern Cape,376101380000003801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,3,3,894.139358891
2024,Northern Cape,376101380000006901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,4,3,735.756832881
2024,Northern Cape,376101380000013101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,7,3,3,627.272282428
2024,Northern Cape,376101480000008101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,331.819407253
2024,Northern Cape,376101480000011001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,350.388205379
2024,Northern Cape,376101480000013901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,491.771808346
2024,Northern Cape,376101480000016801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,350.388205379
2024,Northern Cape,378100330000002201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,300.556122383
2024,Northern Cape,378100330000004601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,417.104884566
2024,Northern Cape,378100330000007001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,235.857290489
2024,Northern Cape,378100330000009401,3,1,2,2,10,700,0,888,8888,888,888,8888,888,2,1,1,1,409.782834961
2024,Northern Cape,378100330000011801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,219.803226334
2024,Northern Cape,378100330000014201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,502.723765603
2024,Northern Cape,378100540000002201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,419.145036659
2024,Northern Cape,378100540000003401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,1,3,1,352.030796436
2024,Northern Cape,378100540000007001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,518.453389669
2024,Northern Cape,378100540000007002,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,750.344614005
2024,Northern Cape,378100540000007003,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,328.069167016
2024,Northern Cape,378100540000008201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,443.966721995
2024,Northern Cape,378100540000009401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,419.145036659
2024,Northern Cape,378100540000010601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,2,1,352.030796436
2024,Northern Cape,378100540000014201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,1,2,1,526.831270319
2024,Northern Cape,378100580000001201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,1,3,1,316.601597038
2024,Northern Cape,378100580000003001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,265.906792662
2024,Northern Cape,378100580000004801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,265.906792662
2024,Northern Cape,378100580000006601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,265.906792662
2024,Northern Cape,378100580000008401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,265.906792662
2024,Northern Cape,378100580000010201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,461.991397876
2024,Northern Cape,378100580000013801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,461.991397876
2024,Northern Cape,378100920000001501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,384.807583647
2024,Northern Cape,378100920000003101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,419.145036659
2024,Northern Cape,378100920000004701,3,1,2,2,10,900,0,888,8888,888,888,8888,888,6,5,1,1,611.624840842
2024,Northern Cape,378100920000009501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,467.643099951
2024,Northern Cape,378101320000002701,3,1,2,2,2,100,1,888,8888,888,888,8888,888,2,2,1,1,391.61425474
2024,Northern Cape,378101320000011701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,316.601597038
2024,Northern Cape,378101320000014701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,7,2,1,397.942494756
2024,Northern Cape,378101320000020701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,2,1,335.350680366
2024,Northern Cape,378101320000026701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,3,2,-19,1,316.601597038
2024,Northern Cape,378101320000029701,3,1,2,2,2,80,0,888,8888,888,888,8888,888,2,2,1,1,397.942494756
2024,Northern Cape,378301030000017401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,3,601.728678528
2024,Northern Cape,378301030000027601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,7,3,3,703.268691595
2024,Northern Cape,378301030000037801,3,1,2,2,2,80,0,888,8888,888,888,8888,888,6,2,2,3,415.741131132
2024,Northern Cape,378301030000058201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,3,392.84826734
2024,Northern Cape,379100020000001601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,336.012272949
2024,Northern Cape,379100020000003801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,398.727570853
2024,Northern Cape,379100020000006001,3,2,1,2,888,8888,888,10,9999,0,888,8888,888,2,1,1,1,266.431383701
2024,Northern Cape,379100020000008201,3,1,2,2,25,800,0,888,8888,888,888,8888,888,2,1,1,1,567.891661144
2024,Northern Cape,379100020000010401,3,1,2,2,9,328,0,888,8888,888,888,8888,888,2,1,1,1,462.902832085
2024,Northern Cape,379100020000012601,3,1,2,2,10,9999,0,888,8888,888,888,8888,888,2,1,1,1,398.727570853
2024,Northern Cape,379100020000014801,3,1,2,2,7,1500,0,888,8888,888,888,8888,888,2,1,1,1,317.226200716
2024,Northern Cape,379100250000000301,3,1,2,2,2,34,0,888,8888,888,888,8888,888,2,1,2,1,391.61425474
2024,Northern Cape,379100250000008501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,247.807353379
2024,Northern Cape,379100250000012601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,247.807353379
2024,Northern Cape,379100250000016701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,397.942494756
2024,Northern Cape,379100250000020801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,316.601597038
2024,Northern Cape,379100250000024901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,247.807353379
2024,Northern Cape,379100250000029001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,391.61425474
2024,Northern Cape,379100250000033101,3,1,2,2,2,68,0,888,8888,888,888,8888,888,1,7,2,1,461.991397876
2024,Northern Cape,379100250000037201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,391.61425474
2024,Northern Cape,379100330000004701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,398.727570853
2024,Northern Cape,379100330000006601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,2,1,471.174036269
2024,Northern Cape,379100330000008501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,266.431383701
2024,Northern Cape,379100330000010401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,266.431383701
2024,Northern Cape,379100330000012301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,2,1,317.226200716
2024,Northern Cape,379100330000014201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,317.226200716
2024,Northern Cape,379100370000009901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,601.291101272
2024,Northern Cape,379100370000011601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,494.781973204
2024,Northern Cape,379100370000013301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,601.291101272
2024,Northern Cape,379100370000016701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,2,1,601.291101272
2024,Northern Cape,379100370000020101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,509.676043909
2024,Northern Cape,379100370000021801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,5,2,1,494.781973204
2024,Northern Cape,379100380000002601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,2,1,1,336.012272949
2024,Northern Cape,379100380000004701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,2,2,1,336.012272949
2024,Northern Cape,379100380000006801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,462.902832085
2024,Northern Cape,379100380000008901,3,1,2,2,10,740,0,888,8888,888,888,8888,888,2,7,1,1,336.012272949
2024,Northern Cape,379100380000011001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,398.727570853
2024,Northern Cape,379100380000013101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,2,1,336.012272949
2024,Northern Cape,379100380000015201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,2,1,392.386846244
2024,Northern Cape,379100430000000301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,265.906792662
2024,Northern Cape,379100430000002501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,7,1,1,1,247.807353379
2024,Northern Cape,379100430000004701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,316.601597038
2024,Northern Cape,379100430000006901,3,1,2,2,8,272,0,888,8888,888,888,8888,888,6,2,2,1,566.773508799
2024,Northern Cape,379100430000009101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,265.906792662
2024,Northern Cape,379100430000011301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,10,5,2,1,391.61425474
2024,Northern Cape,379100430000013501,3,1,2,2,4,68,0,888,8888,888,888,8888,888,2,7,2,1,391.61425474
2024,Northern Cape,379100550000000201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,5,1,1,335.350680366
2024,Northern Cape,379100550000002601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,4,5,1,1,247.807353379
2024,Northern Cape,379100550000005001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,391.61425474
2024,Northern Cape,379100550000007401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,391.61425474
2024,Northern Cape,379100550000009801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,316.601597038
2024,Northern Cape,379100550000012201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,461.991397876
2024,Northern Cape,379100590000000101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,4,5,2,1,248.296237155
2024,Northern Cape,379100590000001801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,485.897784007
2024,Northern Cape,379100590000003501,3,1,2,2,10,200,0,888,8888,888,888,8888,888,9,5,2,1,392.386846244
2024,Northern Cape,379100590000005201,3,1,2,2,2,400,0,888,8888,888,888,8888,888,6,5,1,1,392.386846244
2024,Northern Cape,379100590000006901,3,1,2,2,34,300,1,888,8888,888,888,8888,888,2,1,1,1,266.431383701
2024,Northern Cape,379100590000008601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,392.386846244
2024,Northern Cape,379100590000010301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,317.226200716
2024,Northern Cape,379101020000001801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,2,2,1,281.438450131
2024,Northern Cape,379101020000004601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,3,1,430.139021908
2024,Northern Cape,379101020000007401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,297.187901945
2024,Northern Cape,379101020000010201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,417.104884566
2024,Northern Cape,379101020000013001,3,1,2,2,2,68,1,888,8888,888,888,8888,888,2,1,3,1,417.104884566
2024,Northern Cape,379101020000015801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,281.438450131
2024,Northern Cape,379101020000018601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,430.139021908
2024,Northern Cape,379101200000002001,3,1,2,2,2,60,1,888,8888,888,888,8888,888,2,1,1,1,502.723765603
2024,Northern Cape,379101200000005701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,7,2,1,409.782834961
2024,Northern Cape,379101200000009401,3,1,2,2,10,9999,0,888,8888,888,888,8888,888,2,1,2,1,347.358847494
2024,Northern Cape,379101200000013101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,347.358847494
2024,Northern Cape,379101200000016801,3,1,2,2,4,240,1,888,8888,888,888,8888,888,1,5,2,1,235.857290489
2024,Northern Cape,379101200000020501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,235.857290489
2024,Northern Cape,379101200000024201,3,2,1,2,888,8888,888,10,9999,1,888,8888,888,2,1,1,1,347.358847494
2024,Northern Cape,379101200000027901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,257.817426651
2024,Northern Cape,379101200000031601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,257.817426651
2024,Northern Cape,379101200000035301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,9,5,1,1,235.857290489
2024,Northern Cape,379101220000002401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,2,2,1,430.139021908
2024,Northern Cape,379101220000004901,3,1,2,2,1,160,1,888,8888,888,888,8888,888,6,7,2,1,430.139021908
2024,Northern Cape,379101220000007401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,430.139021908
2024,Northern Cape,379101220000009901,3,1,2,2,2,34,0,888,8888,888,888,8888,888,2,1,2,1,281.438450131
2024,Northern Cape,379101220000014901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,281.438450131
2024,Northern Cape,379101280000002801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,680.940787949
2024,Northern Cape,379101280000009601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,611.624840842
2024,Northern Cape,379101280000013001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,467.643099951
2024,Northern Cape,379101280000016401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,575.66871186
2024,Northern Cape,379101280000019801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,467.643099951
2024,Northern Cape,379101350000003401,3,1,2,2,1,34,1,888,8888,888,888,8888,888,1,7,3,1,546.308383516
2024,Northern Cape,379101350000007201,3,1,2,2,6,240,1,888,8888,888,888,8888,888,2,1,1,1,485.976120486
2024,Northern Cape,379101350000011001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,327.908809537
2024,Northern Cape,379101350000014801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,7,2,1,576.000170349
2024,Northern Cape,379101350000018601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,585.732160721
2024,Northern Cape,379101570000012901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,2,2,3,573.252067834
2024,Northern Cape,379101570000021101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,3,573.252067834
2024,Northern Cape,380100260000000701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,9,5,3,3,1071.77805271
2024,Northern Cape,380100260000007101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,3,1703.51653336
2024,Northern Cape,380100260000013501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,3,3,1302.4941096
2024,Northern Cape,380100260000026301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,3,2366.2150842
2024,Northern Cape,380100260000032701,3,1,2,2,1,60,0,888,8888,888,888,8888,888,2,2,1,3,2055.15957194
2024,Northern Cape,380100260000051901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,1,5,2,3,1071.77805271
2024,Northern Cape,380100260000058301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,3,1235.44585396
2024,Northern Cape,380100390000000701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,2,1,483.139021466
2024,Northern Cape,380100390000002801,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,278.078657305
2024,Northern Cape,380100390000004901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,483.139021466
2024,Northern Cape,380100390000007001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,409.540369577
2024,Northern Cape,380100390000009101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,278.078657305
2024,Northern Cape,380100390000011201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,259.150717468
2024,Northern Cape,380100390000013301,3,1,2,2,5,150,0,888,8888,888,888,8888,888,6,7,3,1,331.094012769
2024,Northern Cape,380100390000015401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,350.701334062
2024,Northern Cape,380100390000017501,3,1,2,2,2,60,1,888,8888,888,888,8888,888,2,1,1,1,483.139021466
2024,Northern Cape,381100290000019701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,3,1106.77780966
2024,Northern Cape,381100350000003601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,342.147901014
2024,Northern Cape,381100350000005401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,9,5,1,1,605.451844538
2024,Northern Cape,381100350000009001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,5,1,1,394.396213546
2024,Northern Cape,381100350000012601,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,4,5,1,1,553.537294242
2024,Northern Cape,381100350000014401,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,553.537294242
2024,Northern Cape,381100350000018001,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,4,1,1,1,460.977762879
2024,Northern Cape,381100650000001601,3,1,2,2,6,180,0,888,8888,888,888,8888,888,2,1,1,1,350.183140377
2024,Northern Cape,381100650000003901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,350.183140377
2024,Northern Cape,381100650000006201,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,485.976120486
2024,Northern Cape,381100650000008501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,350.183140377
2024,Northern Cape,381100650000010801,3,1,2,2,2,30,0,888,8888,888,888,8888,888,2,1,1,1,327.908809537
2024,Northern Cape,381100650000013101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,2,1,256.096543476
2024,Northern Cape,381100830000003101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,502.723765603
2024,Northern Cape,381100830000011901,3,1,2,2,5,150,0,888,8888,888,888,8888,888,6,5,1,1,280.823194077
2024,Northern Cape,381100830000016301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,347.358847494
2024,Northern Cape,381100830000020701,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,6,1,2,1,417.104884566
2024,Northern Cape,381100830000025101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,3,1,297.187901945
2024,Northern Cape,381100830000029501,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,5,1,1,297.187901945
2024,Northern Cape,381100830000033901,3,1,2,2,2,30,0,888,8888,888,888,8888,888,9,2,1,1,417.104884566
2024,Northern Cape,381100850000002101,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,2,1,1,672.351629524
2024,Northern Cape,381100850000006901,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,672.351629524
2024,Northern Cape,381100850000011701,3,1,2,2,2,60,1,888,8888,888,888,8888,888,2,1,1,1,933.074151332
2024,Northern Cape,381100850000021301,3,2,2,2,888,8888,888,888,8888,888,888,8888,888,2,1,1,1,933.074151332
