household_id,person_weight,employed,age_centred,age_centred_squared,female,population_group,province,settlement_type,education_band,matric_plus,has_fixed_internet,has_mobile_internet,has_computer,any_home_internet,digital_access_score,smartphone_access,edu_digital_group,household_size,n_children_under15,elderly_in_household,dependency_ratio,female_x_children,other_member_matric
596100610000013801,861.263011144,Unemployed,-15,225,0,Black African,KwaZulu-Natal,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",2,0,0,0,0,Yes
596100610000018201,886.20770669,Employed,2,4,1,Black African,KwaZulu-Natal,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,2,0,1,2,No
596100610000020401,1041.10743421,Employed,-12,144,1,Black African,KwaZulu-Natal,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,4,0,2,4,No
596100610000020401,1041.10743421,Employed,-17,289,0,Black African,KwaZulu-Natal,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,4,0,2,0,No
597100910000000801,337.182207461,Unemployed,-18,324,0,Black African,KwaZulu-Natal,Traditional,Post-school certificate/diploma,1,0,0,0,0,1,Fewer than 1 per member,"Matric+, no internet",4,0,1,1,0,No
597100910000011301,221.649780702,Employed,23,529,0,Black African,KwaZulu-Natal,Traditional,Post-school certificate/diploma,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,No
597100910000017301,845.448731731,Employed,22,484,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,4,0,1,4,Yes
597100910000017301,845.448731731,Unemployed,-13,169,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,4,0,1,4,Yes
597100910000017301,845.448731731,Unemployed,-17,289,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",8,4,0,1,0,Yes
597100910000017301,845.448731731,Unemployed,-20,400,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",8,4,0,1,0,Yes
597100910000020301,1138.86529935,Unemployed,-15,225,1,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",3,1,0,0.5,1,No
597100910000032301,297.789088152,Employed,21,441,1,Black African,KwaZulu-Natal,Traditional,Post-school certificate/diploma,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,1,1,0,No other working-age member
597101260000019501,1185.06314827,Employed,-16,256,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,Yes
597101260000024501,959.9117593,Employed,-2,4,0,White,KwaZulu-Natal,Farms,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",4,2,0,1,0,Yes
597101260000024501,959.9117593,Employed,-8,64,1,White,KwaZulu-Natal,Farms,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",4,2,0,1,2,Yes
597101460000002801,864.271638441,Employed,-11,121,1,Black African,KwaZulu-Natal,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
597101460000006401,659.559318212,Employed,12,144,1,Black African,KwaZulu-Natal,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
597101460000006401,659.559318212,Employed,-9,81,1,Black African,KwaZulu-Natal,Non-metro urban,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
597101460000010001,912.45939981,Employed,-1,1,0,Black African,KwaZulu-Natal,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
597101460000013601,375.021321065,Employed,13,169,1,Coloured,KwaZulu-Natal,Non-metro urban,Some secondary,0,1,0,1,1,2,None,"Below matric, internet",3,2,0,2,2,No other working-age member
597101460000017201,1107.29728405,Employed,17,289,1,Coloured,KwaZulu-Natal,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,2,0,0.5,2,Yes
597101460000017201,1107.29728405,Unemployed,-6,36,0,Coloured,KwaZulu-Natal,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,2,0,0.5,0,Yes
597101460000017201,1107.29728405,Unemployed,-10,100,0,Coloured,KwaZulu-Natal,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,2,0,0.5,0,Yes
597101460000017201,1107.29728405,Employed,-14,196,1,Coloured,KwaZulu-Natal,Non-metro urban,Degree,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,2,0,0.5,2,Yes
597101460000020801,861.524781925,Employed,-4,16,1,Coloured,KwaZulu-Natal,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,3,0,1.5,3,No
597101460000020801,861.524781925,Employed,-20,400,0,Coloured,KwaZulu-Natal,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,3,0,1.5,0,No
597101460000024401,150.007958961,Employed,18,324,0,Coloured,KwaZulu-Natal,Non-metro urban,Some secondary,0,1,0,0,1,2,Fewer than 1 per member,"Below matric, internet",4,0,0,0,0,Yes
598100420000006701,1116.82487758,Unemployed,-6,36,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,6,4,0,2,4,No
598100420000006701,1116.82487758,Unemployed,-10,100,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,6,4,0,2,4,No
598100420000009201,868.384292424,Unemployed,-5,25,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,6,3,1,2,0,No
598100420000009201,868.384292424,Unemployed,-13,169,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,6,3,1,2,0,No
598100420000011701,352.65357744,Employed,14,196,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,0,None,,1,0,0,0,0,No other working-age member
598100420000014201,675.281101466,Unemployed,-11,121,1,Black African,KwaZulu-Natal,Farms,Post-school certificate/diploma,1,0,0,0,0,0,None,"Matric+, no internet",6,4,0,2,4,No
598100420000019201,782.836104238,Employed,-3,9,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,1,0,0,0,0,No other working-age member
598100420000024201,676.224309167,Employed,-1,1,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,7,5,0,2.5,0,No
598100430000000701,782.836104238,Employed,-1,1,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,1,0,0,0,0,No other working-age member
598100430000002001,843.102053974,Unemployed,8,64,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,1,Yes
598100430000002001,843.102053974,Unemployed,-15,225,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,0,Yes
598100430000004601,190.757473807,Unemployed,1,1,1,Black African,KwaZulu-Natal,Farms,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",7,2,1,0.75,2,No
598100430000007201,843.052255207,Employed,-9,81,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
598100430000009801,742.886581399,Employed,3,9,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,1,0,0,0,0,No other working-age member
598101220000002501,264.072787917,Employed,11,121,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,6,3,1,5,0,No other working-age member
598101220000004601,962.765538267,Unemployed,-4,16,0,Black African,KwaZulu-Natal,Farms,Other/unknown,,0,0,0,0,0,None,Education unknown,4,2,0,1,0,No
598101220000006701,677.592036651,Employed,-3,9,1,Black African,KwaZulu-Natal,Farms,Degree,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,1,Yes
598101220000008801,776.456793441,Unemployed,-15,225,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,13,6,1,1.1666666666666667,6,No
598101220000008801,776.456793441,Unemployed,-20,400,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,13,6,1,1.1666666666666667,0,No
598101220000008801,776.456793441,Unemployed,-22,484,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,13,6,1,1.1666666666666667,0,No
598101220000013001,1364.12372511,Employed,-6,36,0,Black African,KwaZulu-Natal,Farms,Matric,1,1,0,0,1,2,Fewer than 1 per member,"Matric+, internet",5,2,0,0.6666666666666666,0,Yes
598101220000013001,1364.12372511,Unemployed,-14,196,1,Black African,KwaZulu-Natal,Farms,Matric,1,1,0,0,1,2,Fewer than 1 per member,"Matric+, internet",5,2,0,0.6666666666666666,2,Yes
598101220000013001,1364.12372511,Unemployed,-14,196,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,1,0,0,1,2,Fewer than 1 per member,"Below matric, internet",5,2,0,0.6666666666666666,0,Yes
598101220000015101,583.242742932,Unemployed,-16,256,1,Black African,KwaZulu-Natal,Farms,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",6,2,1,1,2,Yes
598101220000017201,791.639242968,Employed,-8,64,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,2,0,0,0,0,No
598101220000017201,791.639242968,Unemployed,9,81,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,0,None,,2,0,0,0,0,No
598101220000019301,581.269293223,Employed,7,49,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,2,0,1,2,No
598101220000023501,521.853895281,Employed,8,64,1,Black African,KwaZulu-Natal,Farms,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",4,0,0,0,0,No
598101220000023501,521.853895281,Employed,0,0,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",4,0,0,0,0,Yes
598101620000013401,930.214580636,Employed,-3,9,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,2,0,0.6666666666666666,2,No
598101620000016501,398.030601024,Employed,13,169,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,0,None,,2,0,0,0,0,No
598101620000016501,398.030601024,Unemployed,7,49,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,0,None,,2,0,0,0,0,No
598101620000019601,726.328346853,Employed,-2,4,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,3,1,0,0.5,1,No
598101620000028901,563.414059438,Unemployed,4,16,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",7,2,1,1.3333333333333333,0,Yes
598101620000028901,563.414059438,Unemployed,-16,256,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",7,2,1,1.3333333333333333,0,No
598101620000035101,616.939176814,Employed,15,225,1,Black African,KwaZulu-Natal,Traditional,No schooling,0,0,0,0,0,0,None,,3,1,0,0.5,1,No
598101650000001502,1132.74488555,Employed,-9,81,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
598101650000003601,721.574136633,Employed,15,225,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,1,0,0.5,1,Yes
598101650000012001,779.634638777,Employed,18,324,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,1,0,0.14285714285714285,0,Yes
598101650000012001,779.634638777,Employed,17,289,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,1,0,0.14285714285714285,0,Yes
598101650000012001,779.634638777,Employed,5,25,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,1,0,0.14285714285714285,1,Yes
598101650000012001,779.634638777,Employed,19,361,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,1,0,0.14285714285714285,1,Yes
598101650000016201,1637.51538999,Unemployed,1,1,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,No
598101650000016201,1637.51538999,Unemployed,-16,256,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,No
598101650000018301,1759.97642289,Unemployed,-10,100,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,8,6,0,3,6,No
598101650000018301,1759.97642289,Employed,-12,144,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,0,None,,8,6,0,3,0,No
598101740000001201,376.260720465,Unemployed,-21,441,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,3,1,0,0.5,1,No
598101740000003801,814.492792956,Employed,4,16,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,2,0,0.6666666666666666,0,No
598101740000003801,814.492792956,Employed,5,25,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,2,0,0.6666666666666666,2,No
598101740000005101,890.925550462,Employed,-12,144,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",2,0,0,0,0,No
598101740000005101,890.925550462,Unemployed,-19,361,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",2,0,0,0,0,No
598101740000006401,676.394499554,Employed,19,361,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",3,0,0,0,0,Yes
598101740000006401,676.394499554,Employed,9,81,1,Black African,KwaZulu-Natal,Farms,Post-school certificate/diploma,1,0,1,0,1,2,1 or more per member,"Matric+, internet",3,0,0,0,0,No
598101740000006401,676.394499554,Unemployed,-13,169,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,1,0,1,2,1 or more per member,"Below matric, internet",3,0,0,0,0,Yes
598101740000009001,781.398968178,Unemployed,-16,256,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,2,0,1,0,No
598101740000010301,1119.45787121,Employed,-13,169,0,Black African,KwaZulu-Natal,Farms,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",3,0,0,0,0,Yes
598101740000011601,598.489933318,Unemployed,-14,196,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,2,1,1,0,No
598102080000001001,1114.91522707,Employed,0,0,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",5,0,0,0,0,Yes
598102080000002901,509.81632618,Employed,3,9,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,2,1,1,2,Yes
598102080000002901,509.81632618,Unemployed,-20,400,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",6,2,1,1,0,Yes
598102080000008601,395.12575885,Unemployed,17,289,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,4,3,0,3,3,No other working-age member
598102080000010501,901.337679425,Unemployed,-3,9,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,2,0,0.3333333333333333,0,Yes
598102080000010501,901.337679425,Unemployed,-18,324,1,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",8,2,0,0.3333333333333333,2,No
598102080000010501,901.337679425,Unemployed,-9,81,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,2,0,0.3333333333333333,0,Yes
598102080000012401,832.996744314,Unemployed,-17,289,1,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",3,2,0,2,2,No other working-age member
598102080000014301,563.072148832,Unemployed,-1,1,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,0,0,0,0,None,"Matric+, no internet",3,1,0,0.5,0,No
598102080000016201,817.886439849,Employed,-5,25,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,2,0,0,0,0,No
598102080000016201,817.886439849,Unemployed,1,1,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,2,0,0,0,0,No
598103730000001001,357.817789092,Employed,7,49,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,0,None,,2,0,1,1,0,No other working-age member
598103730000002401,587.374541724,Unemployed,-2,4,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,9,5,1,2,0,No
598103730000003801,647.068684765,Employed,21,441,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,6,2,0,0.5,2,No
598103730000003801,647.068684765,Unemployed,-4,16,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,6,2,0,0.5,2,No
598103730000005201,433.397034473,Unemployed,-19,361,0,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,0,None,,7,3,1,1.3333333333333333,0,No
598103730000006601,1077.29465467,Unemployed,4,16,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,6,3,0,1,0,No
598103730000006601,1077.29465467,Unemployed,-17,289,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,6,3,0,1,3,No
598103730000006601,1077.29465467,Unemployed,-3,9,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,6,3,0,1,3,No
598103730000012201,909.948244913,Unemployed,-8,64,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,8,3,0,0.6,3,Yes
598103730000012201,909.948244913,Employed,-19,361,0,Black African,KwaZulu-Natal,Farms,Post-school certificate/diploma,1,0,0,0,0,1,Fewer than 1 per member,"Matric+, no internet",8,3,0,0.6,0,No
598103910000002001,663.989078682,Unemployed,-19,361,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,1,1 or more per member,,1,0,0,0,0,No other working-age member
598103980000004401,651.332309813,Unemployed,-17,289,0,Black African,KwaZulu-Natal,Traditional,Degree,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,No
598103980000009201,654.534852349,Unemployed,-4,16,1,Black African,KwaZulu-Natal,Traditional,Post-school certificate/diploma,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,2,0,1,2,No
598103980000011601,505.608507316,Employed,-7,49,1,Black African,KwaZulu-Natal,Traditional,Matric,1,0,0,0,0,1,Fewer than 1 per member,"Matric+, no internet",6,3,1,5,3,No other working-age member
598103980000018801,732.071717863,Employed,8,64,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,3,1,0,0.5,1,No
598103980000018801,732.071717863,Employed,-11,121,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,3,1,0,0.5,0,No
598103980000021201,1048.72698376,Unemployed,-5,25,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,7,4,0,1.3333333333333333,4,No
598103980000023601,886.71810759,Employed,13,169,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,0,0,0,1,Fewer than 1 per member,"Matric+, no internet",8,4,0,1,0,Yes
598104110000003401,396.677359484,Unemployed,-21,441,0,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",9,2,0,0.2857142857142857,0,No
598104110000008201,651.332309813,Unemployed,-18,324,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",2,0,0,0,0,No
598104110000017801,665.32466305,Unemployed,12,144,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,4,1,0,0.3333333333333333,0,No
598104110000020201,543.389823446,Unemployed,-3,9,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,2,1,2,0,No
598104110000020201,543.389823446,Unemployed,-20,400,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,2,1,2,0,No
598104140000000501,990.757012185,Employed,2,4,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,0,None,,5,2,0,0.6666666666666666,2,No
598104140000009201,343.997632363,Unemployed,0,0,1,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",6,1,1,0.5,1,No
598104140000017901,680.590252158,Employed,-5,25,1,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,4,2,0,1,2,No
598104140000020801,677.592036651,Employed,-5,25,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,4,1,0,0.3333333333333333,1,No
598104140000023701,1144.84501585,Unemployed,-9,81,1,Black African,KwaZulu-Natal,Traditional,Degree,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,3,0,1,3,Yes
598104140000023701,1144.84501585,Employed,-10,100,1,Black African,KwaZulu-Natal,Traditional,Post-school certificate/diploma,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,3,0,1,3,Yes
598104140000026601,827.811397177,Unemployed,-8,64,0,Black African,KwaZulu-Natal,Traditional,Primary (Grade R-7),0,0,0,0,0,1,Fewer than 1 per member,,10,3,1,0.6666666666666666,0,No
598104140000026601,827.811397177,Unemployed,-11,121,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,10,3,1,0.6666666666666666,0,No
598104140000026601,827.811397177,Unemployed,-17,289,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,10,3,1,0.6666666666666666,0,No
598104140000026601,827.811397177,Unemployed,-21,441,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,1,Fewer than 1 per member,,10,3,1,0.6666666666666666,3,No
598104490000000901,587.088194891,Unemployed,3,9,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,1,1,0.6666666666666666,1,Yes
598104490000006101,599.67714458,Unemployed,-19,361,0,Black African,KwaZulu-Natal,Farms,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",6,2,1,1,0,No
598104490000016501,749.49686947,Unemployed,1,1,1,Black African,KwaZulu-Natal,Farms,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,3,0,1,3,No
598104490000029501,802.99647845,Unemployed,14,196,1,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",8,4,0,1,4,No
598104490000032101,511.93238911,Employed,22,484,0,Black African,KwaZulu-Natal,Farms,Primary (Grade R-7),0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
598104880000001401,692.815032499,Employed,-2,4,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,1,1,0,No
598104880000008401,843.052255207,Employed,-9,81,0,Black African,KwaZulu-Natal,Traditional,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
598104880000011901,361.553640889,Employed,18,324,1,Black African,KwaZulu-Natal,Traditional,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",2,1,0,1,1,No other working-age member
598104880000018901,608.907133231,Employed,6,36,0,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
598104880000022401,532.071347388,Employed,14,196,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,4,2,0,1,2,No
598104880000022401,532.071347388,Employed,-5,25,1,Black African,KwaZulu-Natal,Traditional,Some secondary,0,0,0,0,0,0,None,,4,2,0,1,2,No
599100230000002401,1086.80079633,Employed,2,4,1,Black African,KwaZulu-Natal,Metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,0,0,0,0,Yes
599100230000002401,1086.80079633,Unemployed,-9,81,0,Black African,KwaZulu-Natal,Metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,0,0,0,0,Yes
599100230000002401,1086.80079633,Unemployed,-17,289,0,Black African,KwaZulu-Natal,Metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,0,0,0,0,Yes
599100230000006101,2055.91443754,Unemployed,8,64,0,Black African,KwaZulu-Natal,Metro urban,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",4,0,1,0.3333333333333333,0,Yes
599100230000006101,2055.91443754,Unemployed,-2,4,0,Black African,KwaZulu-Natal,Metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",4,0,1,0.3333333333333333,0,Yes
599100230000006101,2055.91443754,Employed,-8,64,0,Black African,KwaZulu-Natal,Metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",4,0,1,0.3333333333333333,0,Yes
599100230000013501,2083.60970708,Unemployed,9,81,1,Black African,KwaZulu-Natal,Metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",5,1,0,0.25,1,Yes
