household_id,person_weight,employed,age_centred,age_centred_squared,female,population_group,province,settlement_type,education_band,matric_plus,has_fixed_internet,has_mobile_internet,has_computer,any_home_internet,digital_access_score,smartphone_access,edu_digital_group,household_size,n_children_under15,elderly_in_household,dependency_ratio,female_x_children,other_member_matric
381100830000020701,332.47360068,Employed,8,64,0,Black African,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
381100830000029501,677.195470953,Employed,15,225,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,1,0,1,1,3,1 or more per member,"Below matric, internet",4,0,0,0,0,Yes
381100830000029501,677.195470953,Employed,-10,100,0,Black African,Northern Cape,Non-metro urban,Matric,1,1,0,1,1,3,1 or more per member,"Matric+, internet",4,0,0,0,0,Yes
381100830000029501,677.195470953,Employed,-7,49,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,1,0,1,1,3,1 or more per member,"Below matric, internet",4,0,0,0,0,Yes
381100830000029501,677.195470953,Unemployed,-2,4,0,Black African,Northern Cape,Non-metro urban,Matric,1,1,0,1,1,3,1 or more per member,"Matric+, internet",4,0,0,0,0,Yes
381100830000033901,390.996289205,Employed,1,1,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
381100850000011701,1105.73840367,Unemployed,-8,64,1,Black African,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",2,0,0,0,0,No
381100850000021301,1639.81850395,Employed,-4,16,0,Black African,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,Yes
381100850000021301,1639.81850395,Employed,-3,9,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",3,0,0,0,0,No
381100850000021301,1639.81850395,Employed,-3,9,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,Yes
381100850000026101,889.339300287,Employed,-8,64,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,0,0,0,0,None,,2,0,0,0,0,No
381100850000030901,684.869666373,Unemployed,-5,25,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,1,0,0.5,1,No
381100850000035701,843.496166735,Employed,-17,289,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",7,2,0,0.4,0,No
381100850000045301,743.75183383,Employed,5,25,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
382100260000000501,539.424375837,Employed,-2,4,1,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",5,1,0,0.25,1,No
382100260000000501,539.424375837,Employed,-1,1,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,1,0,0.25,0,Yes
382100260000005501,496.029381008,Unemployed,5,25,1,Coloured,Northern Cape,Non-metro urban,Other/unknown,,0,1,0,1,2,Fewer than 1 per member,Education unknown,4,1,0,0.3333333333333333,1,Yes
382100260000005501,496.029381008,Employed,1,1,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,0,Yes
382100260000008001,260.0207469,Employed,13,169,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,0,0,0,0,None,,1,0,0,0,0,No other working-age member
382100260000013001,448.383311775,Employed,5,25,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",11,5,0,0.8333333333333334,5,No
382100260000013001,448.383311775,Unemployed,-13,169,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",11,5,0,0.8333333333333334,5,No
382100260000013001,448.383311775,Unemployed,-16,256,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",11,5,0,0.8333333333333334,5,No
382100260000013001,448.383311775,Unemployed,-18,324,0,Coloured,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",11,5,0,0.8333333333333334,0,No
382100260000013001,448.383311775,Unemployed,-23,529,0,Coloured,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",11,5,0,0.8333333333333334,0,No
382100260000015501,271.363486817,Unemployed,-10,100,0,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",3,1,0,0.5,0,Yes
382100260000018001,331.918621863,Unemployed,-22,484,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",11,4,1,1.2,4,No
382100300000001201,369.898826362,Employed,-6,36,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,0,1,0,2,Fewer than 1 per member,,4,2,0,1,0,Yes
382100300000001201,369.898826362,Unemployed,-8,64,1,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,0,1,0,2,Fewer than 1 per member,"Matric+, no internet",4,2,0,1,2,No
382100300000008101,227.16739523,Unemployed,-7,49,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,3,1,2,3,No
382100300000010401,455.240354002,Employed,2,4,0,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",8,2,0,0.3333333333333333,0,No
382100300000010401,455.240354002,Employed,-3,9,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",8,2,0,0.3333333333333333,2,Yes
382100300000010401,455.240354002,Employed,1,1,1,Coloured,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",8,2,0,0.3333333333333333,2,Yes
382100300000010401,455.240354002,Unemployed,-15,225,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",8,2,0,0.3333333333333333,0,Yes
382100300000012701,352.510152315,Employed,18,324,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",3,0,0,0,0,No
382100300000012701,352.510152315,Unemployed,-14,196,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",3,0,0,0,0,No
382100300000015001,411.018472612,Unemployed,8,64,0,Coloured,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,1 or more per member,"Below matric, internet",2,1,0,1,0,No other working-age member
382100300000017301,322.893890721,Employed,2,4,1,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",7,3,1,1.3333333333333333,3,Yes
382100300000017301,322.893890721,Unemployed,-12,144,0,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",7,3,1,1.3333333333333333,0,Yes
382100340000000501,406.93657996,Employed,12,144,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",9,1,1,0.2857142857142857,0,No
382100340000000501,406.93657996,Employed,10,100,0,Coloured,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",9,1,1,0.2857142857142857,0,No
382100340000000501,406.93657996,Unemployed,-19,361,0,Coloured,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",9,1,1,0.2857142857142857,0,No
382100340000002401,342.233620694,Employed,-17,289,1,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,1,No
382100340000004301,127.421178868,Unemployed,-7,49,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,1,0,0.2,1,Yes
382100340000004301,127.421178868,Employed,-8,64,0,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",6,1,0,0.2,0,No
382100340000004301,127.421178868,Unemployed,-21,441,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,1,0,0.2,1,Yes
382100340000008101,337.073483843,Employed,1,1,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,1,0,0.5,1,No
382100340000011901,461.396353456,Employed,13,169,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",10,6,0,1.5,0,Yes
382100340000011901,461.396353456,Employed,14,196,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",10,6,0,1.5,6,Yes
382100340000011901,461.396353456,Employed,-11,121,1,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",10,6,0,1.5,6,No
382100340000011901,461.396353456,Unemployed,-20,400,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",10,6,0,1.5,6,Yes
382100340000013801,423.877812289,Employed,-2,4,1,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,1,Yes
382100340000013801,423.877812289,Employed,0,0,0,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,0,Yes
382200160000003201,571.587468675,Unemployed,-6,36,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",7,2,1,0.75,2,No
382200160000008801,795.69543874,Employed,0,0,0,Coloured,Northern Cape,Non-metro urban,Matric,1,0,0,0,0,0,None,"Matric+, no internet",1,0,0,0,0,No other working-age member
383100160000004501,416.677695439,Employed,-5,25,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,4,0,2,0,No
383100160000004501,416.677695439,Employed,-4,16,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",6,4,0,2,4,Yes
383100160000011101,289.931727043,Employed,22,484,0,Coloured,Northern Cape,Non-metro urban,No schooling,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,No
383100160000011101,289.931727043,Employed,22,484,1,Black African,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,No
383100160000011101,289.931727043,Employed,-13,169,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,No
383100160000013301,159.90097997,Employed,-19,361,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,2,0,0.5,0,No
383100160000013301,159.90097997,Unemployed,-16,256,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",6,2,0,0.5,2,No
383100430000001701,483.18197273,Employed,5,25,0,White,Northern Cape,Non-metro urban,Matric,1,1,1,0,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100430000001701,483.18197273,Employed,0,0,1,White,Northern Cape,Non-metro urban,Matric,1,1,1,0,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100430000003901,536.725303405,Employed,11,121,0,Black African,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",3,1,0,0.5,0,Yes
383100430000003901,536.725303405,Employed,12,144,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",3,1,0,0.5,1,Yes
383100430000006101,577.32852038,Employed,11,121,0,Black African,Northern Cape,Non-metro urban,Matric,1,1,1,1,1,4,1 or more per member,"Matric+, internet",4,2,0,1,0,Yes
383100430000006101,577.32852038,Employed,8,64,1,Black African,Northern Cape,Non-metro urban,Degree,1,1,1,1,1,4,1 or more per member,"Matric+, internet",4,2,0,1,2,Yes
383100430000010501,977.370355792,Employed,0,0,0,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,1,1,1,1,4,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,0,Yes
383100430000010501,977.370355792,Employed,-6,36,1,White,Northern Cape,Non-metro urban,Matric,1,1,1,1,1,4,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,1,Yes
383100540000007701,582.84497439,Employed,10,100,0,White,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",3,0,1,0.5,0,No
383100540000007701,582.84497439,Employed,-3,9,0,White,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",3,0,1,0.5,0,Yes
383100540000015701,639.758524326,Employed,-3,9,0,Coloured,Northern Cape,Non-metro urban,Matric,1,1,0,1,1,3,Fewer than 1 per member,"Matric+, internet",4,2,0,1,0,Yes
383100540000015701,639.758524326,Unemployed,-8,64,1,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,1,0,1,1,3,Fewer than 1 per member,"Matric+, internet",4,2,0,1,2,Yes
383100540000023701,407.956033418,Employed,3,9,1,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,1 or more per member,"Matric+, internet",3,0,0,0,0,Yes
383100540000027701,538.755219912,Unemployed,-6,36,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,1 or more per member,"Below matric, internet",1,0,0,0,0,No other working-age member
383100540000031701,538.755219912,Employed,-7,49,0,Black African,Northern Cape,Non-metro urban,Matric,1,1,0,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383100540000035701,746.70572633,Employed,-4,16,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100540000035701,746.70572633,Employed,-13,169,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100650000002201,406.533624965,Employed,-7,49,0,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,2,0,1,0,Yes
383100650000002201,406.533624965,Employed,-4,16,1,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,2,0,1,2,Yes
383100650000004101,513.980419811,Employed,16,256,0,White,Northern Cape,Non-metro urban,Other/unknown,,0,1,1,1,3,1 or more per member,Education unknown,2,0,0,0,0,No
383100650000004101,513.980419811,Unemployed,-5,25,0,White,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,1 or more per member,"Below matric, internet",2,0,0,0,0,No
383100650000006001,637.137796341,Employed,-10,100,1,Black African,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383100650000009801,637.137796341,Unemployed,-7,49,1,Black African,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383100650000021201,907.37273059,Employed,4,16,0,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100650000021201,907.37273059,Employed,3,9,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100650000026901,761.262838229,Unemployed,-16,256,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100650000026901,761.262838229,Employed,-11,121,0,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383100770000003001,355.817264788,Employed,10,100,0,White,Northern Cape,Non-metro urban,Matric,1,1,0,1,1,3,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,0,Yes
383100770000003001,355.817264788,Employed,-1,1,1,White,Northern Cape,Non-metro urban,Matric,1,1,0,1,1,3,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,1,Yes
383100770000003001,355.817264788,Employed,15,225,0,White,Northern Cape,Non-metro urban,Matric,1,1,0,1,1,3,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,0,Yes
383100770000013501,902.584862146,Employed,-14,196,1,White,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,No
383100770000013501,902.584862146,Unemployed,13,169,1,White,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,1 or more per member,"Below matric, internet",2,0,0,0,0,Yes
383101170000015401,1207.80388522,Employed,-9,81,0,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,1,1,1,1,4,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,0,Yes
383101170000015401,1207.80388522,Employed,-12,144,1,White,Northern Cape,Non-metro urban,Degree,1,1,1,1,1,4,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,1,Yes
383101170000021801,796.873385415,Employed,12,144,0,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,1,1,1,1,4,1 or more per member,"Matric+, internet",3,0,0,0,0,Yes
383101170000021801,796.873385415,Employed,-17,289,1,White,Northern Cape,Non-metro urban,Matric,1,1,1,1,1,4,1 or more per member,"Matric+, internet",3,0,0,0,0,Yes
383101170000031401,1294.94808191,Employed,0,0,0,White,Northern Cape,Non-metro urban,Some secondary,0,1,0,0,1,2,Fewer than 1 per member,"Below matric, internet",6,3,0,1,0,Yes
383101170000031401,1294.94808191,Employed,-6,36,1,White,Northern Cape,Non-metro urban,Degree,1,1,0,0,1,2,Fewer than 1 per member,"Matric+, internet",6,3,0,1,3,Yes
383101170000031401,1294.94808191,Unemployed,-15,225,1,White,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,1,0,0,1,2,Fewer than 1 per member,"Matric+, internet",6,3,0,1,3,Yes
383101460000003001,296.203611487,Employed,13,169,0,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383101460000003001,296.203611487,Employed,13,169,1,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,0,0,0,0,Yes
383101460000006101,390.996289205,Employed,4,16,0,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383101460000012301,403.065589243,Employed,-7,49,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",2,0,0,0,0,No
383101460000012301,403.065589243,Unemployed,-13,169,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",2,0,0,0,0,No
383101460000015401,263.208815565,Employed,15,225,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",3,0,0,0,0,No
383101460000018501,271.258930294,Employed,9,81,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",8,5,0,1.6666666666666667,0,Yes
383101460000021601,325.297671879,Employed,17,289,1,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,1,No
383101460000021601,325.297671879,Unemployed,-3,9,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,0,No
383101460000021601,325.297671879,Employed,-9,81,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,0,No
383101720000000401,628.636240389,Employed,-2,4,0,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",4,2,0,1,0,Yes
383101720000000401,628.636240389,Employed,-2,4,1,Coloured,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",4,2,0,1,2,Yes
383101720000003101,569.465405297,Employed,4,16,1,White,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,1 or more per member,"Below matric, internet",2,0,1,1,0,No other working-age member
383101720000005801,428.719716251,Employed,9,81,1,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,1,0,1,1,No other working-age member
383101720000008501,583.584822868,Employed,2,4,0,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383101720000013901,409.668981969,Employed,18,324,0,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,1,0,0.2,0,Yes
383101720000013901,409.668981969,Employed,-13,169,1,Coloured,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,1,0,0.2,1,Yes
383101720000013901,409.668981969,Employed,-8,64,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",6,1,0,0.2,0,Yes
383101720000013901,409.668981969,Employed,-7,49,1,Coloured,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",6,1,0,0.2,1,Yes
383101720000016601,434.420553716,Employed,-2,4,1,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",3,1,1,2,1,No other working-age member
383101720000019301,489.503755445,Employed,4,16,1,Black African,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383101720000022001,477.78334516,Employed,-7,49,0,Coloured,Northern Cape,Non-metro urban,Post-school certificate/diploma,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",3,1,0,0.5,0,Yes
383101720000022001,477.78334516,Employed,-8,64,1,Coloured,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",3,1,0,0.5,1,Yes
383101730000012201,964.939793008,Employed,10,100,0,White,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",3,0,1,2,0,No other working-age member
383101730000015101,782.947160821,Employed,9,81,0,Coloured,Northern Cape,Non-metro urban,Degree,1,0,1,1,1,3,1 or more per member,"Matric+, internet",2,0,0,0,0,No
383101730000015101,782.947160821,Unemployed,-11,121,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,1 or more per member,"Below matric, internet",2,0,0,0,0,Yes
383101860000001001,262.496258178,Unemployed,7,49,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,0,0,0,0,None,,2,0,0,0,0,Yes
383101860000003701,376.739116986,Unemployed,-3,9,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,3,0,1.5,3,No
383101860000003701,376.739116986,Employed,-7,49,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",5,3,0,1.5,0,No
383101860000006401,408.446379602,Employed,-4,16,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383101860000009101,413.653730351,Employed,-13,169,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,1 or more per member,"Below matric, internet",2,0,0,0,0,No
383101860000011801,375.836275765,Employed,19,361,0,Black African,Northern Cape,Non-metro urban,Primary (Grade R-7),0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",5,1,0,0.25,0,Yes
383101860000011801,375.836275765,Employed,7,49,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",5,1,0,0.25,1,Yes
383101860000011801,375.836275765,Unemployed,-13,169,0,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,1,1,3,Fewer than 1 per member,"Below matric, internet",5,1,0,0.25,0,Yes
383101860000011801,375.836275765,Unemployed,-22,484,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,1,1,3,Fewer than 1 per member,"Matric+, internet",5,1,0,0.25,0,No
383101860000014501,408.446379602,Employed,-1,1,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383101860000017201,360.960880957,Employed,-8,64,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383102050000004501,786.666446206,Employed,0,0,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,0,0,0,0,None,,3,0,0,0,0,No
383102050000004501,786.666446206,Employed,-16,256,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,0,0,0,0,0,None,,3,0,0,0,0,No
383102050000006501,349.213015461,Unemployed,13,169,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,1 or more per member,"Matric+, internet",2,1,0,1,1,No other working-age member
383102050000018501,724.45178372,Employed,-4,16,1,Black African,Northern Cape,Non-metro urban,Degree,1,0,1,0,1,2,1 or more per member,"Matric+, internet",1,0,0,0,0,No other working-age member
383102130000001701,330.844521997,Employed,-3,9,0,Coloured,Northern Cape,Non-metro urban,Some secondary,0,1,0,0,1,2,1 or more per member,"Below matric, internet",4,1,0,0.3333333333333333,0,No
383102130000003901,236.226138873,Unemployed,-20,400,1,Black African,Northern Cape,Non-metro urban,Matric,1,0,0,0,0,0,None,"Matric+, no internet",6,3,1,2,3,No
383102130000006101,506.652160082,Employed,10,100,0,Black African,Northern Cape,Non-metro urban,Matric,1,0,1,0,1,2,Fewer than 1 per member,"Matric+, internet",4,1,0,0.3333333333333333,0,No
383102130000006101,506.652160082,Unemployed,-2,4,1,Black African,Northern Cape,Non-metro urban,Some secondary,0,0,1,0,1,2,Fewer than 1 per member,"Below matric, internet",4,1,0,0.3333333333333333,1,Yes
