household_id,person_number,psu,province_code,sex_code,age,population_group_code,geo_type_code,metro_indicator,person_weight,household_id_flag,age_flag,province,sex,population_group,geo_type,metro
472103220000013901,01,47210322000,4,1,44,1,1,2,888.371283333,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103220000013901,02,47210322000,4,2,18,1,1,2,888.371283333,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103220000019901,01,47210322000,4,1,25,1,1,2,837.368049526,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103360000003001,01,47210336000,4,1,37,1,1,2,972.11768235,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103360000003001,02,47210336000,4,2,46,1,1,2,972.11768235,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103360000003001,03,47210336000,4,2,19,1,1,2,972.11768235,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103360000007601,02,47210336000,4,2,52,1,1,2,403.832837803,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103360000007601,03,47210336000,4,2,46,1,1,2,403.832837803,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103360000009901,02,47210336000,4,2,56,1,1,2,262.184758668,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103360000009901,03,47210336000,4,1,19,1,1,2,262.184758668,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103360000014501,01,47210336000,4,1,44,1,1,2,953.766586235,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103360000014501,02,47210336000,4,2,38,1,1,2,953.766586235,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103360000014501,03,47210336000,4,1,17,1,1,2,953.766586235,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103360000026001,01,47210336000,4,1,32,1,1,2,954.442994695,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103360000026001,02,47210336000,4,2,30,1,1,2,954.442994695,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103560000002701,01,47210356000,4,2,56,1,2,2,533.441522215,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103560000002701,02,47210356000,4,1,19,1,2,2,533.441522215,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103560000008701,01,47210356000,4,2,39,1,2,2,1097.04122264,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103560000008701,02,47210356000,4,1,19,1,2,2,1097.04122264,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103560000014701,01,47210356000,4,1,42,1,2,2,1462.13346134,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103560000014701,02,47210356000,4,2,42,1,2,2,1462.13346134,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103560000026701,01,47210356000,4,1,50,1,2,2,1251.76728228,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103560000026701,02,47210356000,4,2,49,1,2,2,1251.76728228,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103560000026701,03,47210356000,4,1,27,1,2,2,1251.76728228,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103650000000901,01,47210365000,4,1,40,1,2,2,693.343019021,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103650000000901,02,47210365000,4,2,45,1,2,2,693.343019021,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000006901,01,47210365000,4,2,20,1,2,2,567.961076197,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000006901,02,47210365000,4,1,18,1,2,2,567.961076197,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103650000006902,01,47210365000,4,2,20,1,2,2,567.961076197,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000006902,02,47210365000,4,1,18,1,2,2,567.961076197,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103650000021901,02,47210365000,4,2,21,1,2,2,744.655442327,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000021901,03,47210365000,4,2,19,1,2,2,744.655442327,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000021901,06,47210365000,4,1,23,1,2,2,744.655442327,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103650000021901,07,47210365000,4,2,16,1,2,2,744.655442327,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000024901,01,47210365000,4,2,44,1,2,2,657.776679542,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000024901,02,47210365000,4,2,15,1,2,2,657.776679542,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000027901,01,47210365000,4,1,41,1,2,2,692.684060672,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103650000027901,02,47210365000,4,2,43,1,2,2,692.684060672,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000027901,03,47210365000,4,2,18,1,2,2,692.684060672,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472103650000027901,04,47210365000,4,1,15,1,2,2,692.684060672,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472103810000000801,01,47210381000,4,1,28,1,1,2,1212.17345736,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000000801,02,47210381000,4,2,26,1,1,2,1212.17345736,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103810000002601,01,47210381000,4,1,38,1,1,2,1161.32353785,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000002601,02,47210381000,4,2,34,1,1,2,1161.32353785,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103810000006201,01,47210381000,4,2,37,1,1,2,1016.90822529,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103810000006201,02,47210381000,4,1,32,1,1,2,1016.90822529,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000006201,03,47210381000,4,1,19,1,1,2,1016.90822529,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000006201,04,47210381000,4,2,16,1,1,2,1016.90822529,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103810000008001,01,47210381000,4,1,40,1,1,2,1223.81540313,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000008001,02,47210381000,4,2,42,1,1,2,1223.81540313,NA,NA,Free State,Female,Black African,Urban,Non-metro
472103810000008001,03,47210381000,4,1,15,1,1,2,1223.81540313,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000009801,01,47210381000,4,1,45,1,1,2,774.734084905,NA,NA,Free State,Male,Black African,Urban,Non-metro
472103810000013401,01,47210381000,4,2,61,1,1,2,353.173087406,NA,NA,Free State,Female,Black African,Urban,Non-metro
472104170000001101,01,47210417000,4,1,32,1,2,2,1137.26603474,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104170000001101,02,47210417000,4,2,26,1,2,2,1137.26603474,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472104170000004501,01,47210417000,4,2,46,1,2,2,936.456822282,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472104170000004501,03,47210417000,4,1,27,1,2,2,936.456822282,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104170000004501,04,47210417000,4,1,56,1,2,2,936.456822282,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104170000006201,02,47210417000,4,1,45,1,2,2,923.180666505,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104170000006201,03,47210417000,4,2,25,1,2,2,923.180666505,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472104170000009601,02,47210417000,4,1,21,1,2,2,909.673055005,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104170000011301,01,47210417000,4,1,55,1,2,2,647.45440111,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104170000014701,01,47210417000,4,2,51,1,2,2,472.836167451,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472104310000001701,01,47210431000,4,1,43,1,2,2,932.578202459,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104310000011701,01,47210431000,4,1,33,1,2,2,1435.21597453,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104310000011701,02,47210431000,4,2,29,1,2,2,1435.21597453,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472104310000013701,01,47210431000,4,2,38,1,2,2,775.433502608,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472104310000013701,02,47210431000,4,1,15,1,2,2,775.433502608,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472104310000017701,01,47210431000,4,1,30,1,2,2,923.711757152,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000002401,01,47210505000,4,1,22,1,2,2,607.699140674,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000005001,01,47210505000,4,1,32,1,2,2,787.563765735,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000007601,01,47210505000,4,1,33,1,2,2,787.563765735,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000015401,01,47210505000,4,2,62,1,2,2,301.118097199,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472105050000018001,01,47210505000,4,1,55,1,2,2,868.027933493,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000018001,02,47210505000,4,1,45,1,2,2,868.027933493,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000018001,03,47210505000,4,1,30,1,2,2,868.027933493,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000025801,01,47210505000,4,1,51,1,2,2,1125.48924667,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000025801,02,47210505000,4,2,44,1,2,2,1125.48924667,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472105050000025801,03,47210505000,4,1,46,1,2,2,1125.48924667,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000025801,04,47210505000,4,1,36,1,2,2,1125.48924667,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000025801,05,47210505000,4,1,20,1,2,2,1125.48924667,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105050000031001,01,47210505000,4,2,45,1,2,2,604.967797051,NA,NA,Free State,Female,Black African,Traditional,Non-metro
472105050000031001,02,47210505000,4,1,21,1,2,2,604.967797051,NA,NA,Free State,Male,Black African,Traditional,Non-metro
472105300000002301,01,47210530000,4,1,44,1,1,2,1447.20547237,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105300000002301,02,47210530000,4,2,30,1,1,2,1447.20547237,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000004001,01,47210530000,4,2,56,1,1,2,812.583453627,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000004001,02,47210530000,4,1,34,1,1,2,812.583453627,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105300000010801,01,47210530000,4,1,46,1,1,2,824.042824889,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105300000010801,02,47210530000,4,2,44,1,1,2,824.042824889,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000010801,03,47210530000,4,1,17,1,1,2,824.042824889,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105300000012501,01,47210530000,4,1,49,1,1,2,1226.19836212,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105300000012501,02,47210530000,4,2,48,1,1,2,1226.19836212,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000012501,03,47210530000,4,2,26,1,1,2,1226.19836212,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000012501,04,47210530000,4,1,23,1,1,2,1226.19836212,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105300000012501,05,47210530000,4,2,18,1,1,2,1226.19836212,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000014201,01,47210530000,4,2,45,1,1,2,1312.5856024,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000014201,02,47210530000,4,2,27,1,1,2,1312.5856024,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105300000014201,03,47210530000,4,1,37,1,1,2,1312.5856024,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105350000001601,01,47210535000,4,2,53,1,1,2,554.913613033,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105350000001601,02,47210535000,4,1,50,1,1,2,554.913613033,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105350000004101,02,47210535000,4,1,19,1,1,2,364.624061156,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105350000011601,01,47210535000,4,1,36,1,1,2,1234.72136906,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105350000011601,02,47210535000,4,2,33,1,1,2,1234.72136906,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105350000019101,01,47210535000,4,1,62,1,1,2,656.026548843,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105350000019101,02,47210535000,4,2,63,1,1,2,656.026548843,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105350000019101,03,47210535000,4,1,29,1,1,2,656.026548843,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105350000019101,04,47210535000,4,2,20,1,1,2,656.026548843,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105770000001201,01,47210577000,4,2,51,1,1,2,721.392832836,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105770000001201,02,47210577000,4,2,24,1,1,2,721.392832836,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105770000002801,01,47210577000,4,1,48,1,1,2,1086.88125402,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105770000002801,02,47210577000,4,2,40,1,1,2,1086.88125402,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105770000002801,03,47210577000,4,2,18,1,1,2,1086.88125402,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105770000006001,02,47210577000,4,2,17,1,1,2,430.711926818,NA,NA,Free State,Female,Black African,Urban,Non-metro
472105770000010801,01,47210577000,4,1,31,1,1,2,923.711757152,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105770000012401,01,47210577000,4,1,64,1,1,2,445.620690388,NA,NA,Free State,Male,Black African,Urban,Non-metro
472105770000014001,01,47210577000,4,2,53,1,1,2,609.695922213,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000000601,01,47210607000,4,1,30,1,1,2,1217.19403104,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000000601,02,47210607000,4,2,31,1,1,2,1217.19403104,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000002301,01,47210607000,4,2,44,1,1,2,783.515502139,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000002301,02,47210607000,4,2,16,1,1,2,783.515502139,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000004001,01,47210607000,4,1,53,1,1,2,696.990503868,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000005701,01,47210607000,4,1,28,1,1,2,788.0355498,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000005701,02,47210607000,4,2,15,1,1,2,788.0355498,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000009101,01,47210607000,4,1,35,1,1,2,1360.24004506,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000009101,02,47210607000,4,2,35,1,1,2,1360.24004506,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000012501,02,47210607000,4,2,49,1,1,2,1409.51307279,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000012501,03,47210607000,4,2,43,1,1,2,1409.51307279,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000012501,04,47210607000,4,2,42,1,1,2,1409.51307279,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000012501,05,47210607000,4,1,35,1,1,2,1409.51307279,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000012501,06,47210607000,4,1,31,1,1,2,1409.51307279,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000014201,01,47210607000,4,1,59,1,1,2,604.931489447,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000019301,01,47210607000,4,2,54,1,1,2,609.513555639,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106070000019301,02,47210607000,4,1,27,1,1,2,609.513555639,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106070000019301,03,47210607000,4,2,15,1,1,2,609.513555639,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106360000001701,01,47210636000,4,1,32,1,1,2,690.436056181,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106360000003901,02,47210636000,4,1,28,1,1,2,772.643702552,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106360000003901,03,47210636000,4,1,25,1,1,2,772.643702552,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000000101,01,47210666000,4,1,53,1,1,2,818.94618417,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000000101,02,47210666000,4,2,49,1,1,2,818.94618417,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000000101,03,47210666000,4,2,31,1,1,2,818.94618417,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000000101,04,47210666000,4,2,22,1,1,2,818.94618417,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000000101,05,47210666000,4,1,16,1,1,2,818.94618417,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000002101,01,47210666000,4,2,62,1,1,2,577.56544008,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000002101,02,47210666000,4,1,39,1,1,2,577.56544008,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000006101,01,47210666000,4,1,28,1,1,2,829.268401975,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000006101,02,47210666000,4,2,42,1,1,2,829.268401975,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000008101,01,47210666000,4,2,58,1,1,2,395.195457144,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000010101,01,47210666000,4,1,33,1,1,2,1017.81785693,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000010101,02,47210666000,4,2,30,1,1,2,1017.81785693,NA,NA,Free State,Female,Black African,Urban,Non-metro
472106660000016101,01,47210666000,4,1,27,1,1,2,928.472362713,NA,NA,Free State,Male,Black African,Urban,Non-metro
472106660000016101,02,47210666000,4,2,26,1,1,2,928.472362713,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000000701,01,47210725000,4,2,64,1,1,2,445.004373081,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000000701,02,47210725000,4,2,34,1,1,2,445.004373081,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000002701,01,47210725000,4,2,60,1,1,2,342.628831487,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000002701,02,47210725000,4,2,46,1,1,2,342.628831487,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000002701,03,47210725000,4,2,23,1,1,2,342.628831487,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000008701,01,47210725000,4,2,45,1,1,2,430.749680766,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000008701,02,47210725000,4,1,17,1,1,2,430.749680766,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000010701,01,47210725000,4,1,44,1,1,2,697.063354667,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000012701,01,47210725000,4,2,59,1,1,2,665.282370524,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000012701,02,47210725000,4,2,27,1,1,2,665.282370524,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000012701,03,47210725000,4,1,26,1,1,2,665.282370524,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000016701,01,47210725000,4,2,60,1,1,2,256.753554494,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000016701,02,47210725000,4,2,44,1,1,2,256.753554494,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107250000016701,03,47210725000,4,1,18,1,1,2,256.753554494,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000016701,04,47210725000,4,1,15,1,1,2,256.753554494,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000018701,01,47210725000,4,1,32,1,1,2,690.436056181,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000020701,01,47210725000,4,1,42,1,1,2,873.555759727,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107250000020701,02,47210725000,4,2,42,1,1,2,873.555759727,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107260000003001,01,47210726000,4,1,36,1,1,2,922.902784268,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107260000003001,02,47210726000,4,2,31,1,1,2,922.902784268,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107260000006001,02,47210726000,4,2,50,1,1,2,620.138552178,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107260000006001,03,47210726000,4,1,45,1,1,2,620.138552178,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107260000006001,04,47210726000,4,2,42,1,1,2,620.138552178,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107260000006001,05,47210726000,4,2,17,1,1,2,620.138552178,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107260000010501,02,47210726000,4,2,43,1,1,2,917.119320888,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107260000010501,03,47210726000,4,1,32,1,1,2,917.119320888,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107260000010501,04,47210726000,4,2,15,1,1,2,917.119320888,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000002601,01,47210743000,4,1,54,1,1,2,551.345308358,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107430000002601,02,47210743000,4,2,55,1,1,2,551.345308358,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000002601,03,47210743000,4,1,25,1,1,2,551.345308358,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107430000004901,02,47210743000,4,2,42,1,1,2,557.729688643,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000004901,03,47210743000,4,2,21,1,1,2,557.729688643,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000007201,01,47210743000,4,2,33,1,1,2,996.766782736,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000007201,02,47210743000,4,2,32,1,1,2,996.766782736,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000007201,03,47210743000,4,1,26,1,1,2,996.766782736,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107430000007201,04,47210743000,4,2,23,1,1,2,996.766782736,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000009501,01,47210743000,4,2,61,1,1,2,544.262392763,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000009501,02,47210743000,4,2,39,1,1,2,544.262392763,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000009501,03,47210743000,4,2,19,1,1,2,544.262392763,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000011801,01,47210743000,4,2,49,1,1,2,584.908711775,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000011801,02,47210743000,4,2,27,1,1,2,584.908711775,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000011801,03,47210743000,4,2,17,1,1,2,584.908711775,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000014101,01,47210743000,4,1,34,1,1,2,795.197160862,NA,NA,Free State,Male,Black African,Urban,Non-metro
472107430000014101,02,47210743000,4,2,25,1,1,2,795.197160862,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000016401,01,47210743000,4,2,44,1,1,2,687.539585561,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000016401,02,47210743000,4,2,22,1,1,2,687.539585561,NA,NA,Free State,Female,Black African,Urban,Non-metro
472107430000016401,03,47210743000,4,1,20,1,1,2,687.539585561,NA,NA,Free State,Male,Black African,Urban,Non-metro
472108060000001601,01,47210806000,4,1,36,1,3,2,2644.33607671,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000001601,02,47210806000,4,1,33,1,3,2,2644.33607671,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000007801,02,47210806000,4,2,31,1,3,2,1857.23328295,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000010901,01,47210806000,4,1,62,1,3,2,4409.00885661,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000010901,02,47210806000,4,2,58,1,3,2,4409.00885661,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000010901,03,47210806000,4,1,39,1,3,2,4409.00885661,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000010901,04,47210806000,4,1,36,1,3,2,4409.00885661,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000010901,05,47210806000,4,2,33,1,3,2,4409.00885661,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000010901,06,47210806000,4,1,30,1,3,2,4409.00885661,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000010901,07,47210806000,4,2,27,1,3,2,4409.00885661,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000010901,08,47210806000,4,1,22,1,3,2,4409.00885661,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000010901,09,47210806000,4,2,16,1,3,2,4409.00885661,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000017101,02,47210806000,4,1,33,1,3,2,1512.30858473,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000020201,03,47210806000,4,2,39,1,3,2,2677.17144492,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000020201,04,47210806000,4,1,34,1,3,2,2677.17144492,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000020201,05,47210806000,4,1,28,1,3,2,2677.17144492,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000020201,06,47210806000,4,1,21,1,3,2,2677.17144492,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000020201,07,47210806000,4,2,18,1,3,2,2677.17144492,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000020202,01,47210806000,4,1,33,1,3,2,2725.30621672,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000020202,02,47210806000,4,2,29,1,3,2,2725.30621672,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108060000026401,01,47210806000,4,1,51,1,3,2,1183.89623792,NA,NA,Free State,Male,Black African,Farms,Non-metro
472108060000026401,02,47210806000,4,2,51,1,3,2,1183.89623792,NA,NA,Free State,Female,Black African,Farms,Non-metro
472108310000006501,01,47210831000,4,1,34,1,1,2,966.610478654,NA,NA,Free State,Male,Black African,Urban,Non-metro
472108310000015201,01,47210831000,4,1,46,1,1,2,810.714033724,NA,NA,Free State,Male,Black African,Urban,Non-metro
472108310000018101,01,47210831000,4,1,33,1,1,2,966.610478654,NA,NA,Free State,Male,Black African,Urban,Non-metro
472108310000021001,01,47210831000,4,1,34,1,1,2,966.610478654,NA,NA,Free State,Male,Black African,Urban,Non-metro
472108310000023901,01,47210831000,4,1,20,1,1,2,935.972429885,NA,NA,Free State,Male,Black African,Urban,Non-metro
472108310000023901,02,47210831000,4,2,31,1,1,2,935.972429885,NA,NA,Free State,Female,Black African,Urban,Non-metro
473100190000002301,03,47310019000,4,2,32,1,1,2,474.145909865,NA,NA,Free State,Female,Black African,Urban,Non-metro
473100190000007501,01,47310019000,4,2,30,1,1,2,736.785704518,NA,NA,Free State,Female,Black African,Urban,Non-metro
473100190000010101,01,47310019000,4,2,34,1,1,2,1030.82816429,NA,NA,Free State,Female,Black African,Urban,Non-metro
473100190000010101,02,47310019000,4,1,32,1,1,2,1030.82816429,NA,NA,Free State,Male,Black African,Urban,Non-metro
473100190000012701,01,47310019000,4,1,31,1,1,2,928.531199254,NA,NA,Free State,Male,Black African,Urban,Non-metro
473100190000012701,02,47310019000,4,2,32,1,1,2,928.531199254,NA,NA,Free State,Female,Black African,Urban,Non-metro
473100190000015301,01,47310019000,4,1,59,1,1,2,251.684429119,NA,NA,Free State,Male,Black African,Urban,Non-metro
